,outcome,redTeam,blueTeam,Role
0,1,40,111,UTILITY
0,0,68,80,TOP
0,0,121,245,JUNGLE
0,0,236,18,MIDDLE
0,0,221,110,BOTTOM
0,0,350,78,UTILITY
0,1,126,777,TOP
0,1,77,143,JUNGLE
0,1,134,42,MIDDLE
0,1,221,555,BOTTOM
0,1,201,497,UTILITY
0,1,875,240,TOP
0,1,59,203,JUNGLE
0,1,55,103,MIDDLE
0,1,81,222,BOTTOM
0,1,89,412,UTILITY
0,1,111,85,TOP
0,1,120,234,JUNGLE
0,1,55,143,MIDDLE
0,1,222,145,BOTTOM
0,1,117,78,UTILITY
0,0,240,887,TOP
0,0,141,60,JUNGLE
0,0,22,166,UTILITY
0,0,55,119,MIDDLE
0,0,81,111,BOTTOM
0,1,268,68,TOP
0,1,141,30,JUNGLE
0,1,55,81,MIDDLE
0,1,51,22,BOTTOM
0,1,235,497,UTILITY
0,0,58,68,TOP
0,0,121,234,JUNGLE
0,0,18,131,MIDDLE
0,0,81,360,BOTTOM
0,0,147,111,UTILITY
0,0,103,24,MIDDLE
0,0,120,234,JUNGLE
0,0,36,157,TOP
0,0,901,63,BOTTOM
0,0,902,267,UTILITY
0,1,19,106,TOP
0,1,120,163,JUNGLE
0,1,7,157,MIDDLE
0,1,110,81,BOTTOM
0,1,164,37,UTILITY
0,1,266,78,TOP
0,1,120,234,JUNGLE
0,1,4,61,MIDDLE
0,1,81,22,BOTTOM
0,1,201,111,UTILITY
0,1,36,110,TOP
0,1,234,254,JUNGLE
0,1,136,38,MIDDLE
0,1,119,81,BOTTOM
0,1,412,3,UTILITY
0,0,516,133,TOP
0,0,77,200,JUNGLE
0,0,78,84,
0,0,81,119,BOTTOM
0,0,18,143,MIDDLE
0,0,26,92,UTILITY
0,0,245,64,JUNGLE
0,0,236,4,MIDDLE
0,0,81,115,BOTTOM
0,0,40,12,TOP
0,1,110,68,TOP
0,1,234,121,JUNGLE
0,1,163,134,MIDDLE
0,1,99,221,BOTTOM
0,1,111,40,UTILITY
0,0,24,122,TOP
0,0,35,30,JUNGLE
0,0,910,84,MIDDLE
0,0,145,221,BOTTOM
0,0,78,37,UTILITY
0,1,164,2,TOP
0,1,203,121,JUNGLE
0,1,42,69,MIDDLE
0,1,50,221,BOTTOM
0,1,78,432,UTILITY
0,1,516,41,TOP
0,1,245,203,JUNGLE
0,1,777,103,MIDDLE
0,1,145,157,BOTTOM
0,1,89,497,UTILITY
0,0,85,92,MIDDLE
0,0,120,77,JUNGLE
0,0,145,105,BOTTOM
0,0,36,81,TOP
0,0,57,78,UTILITY
0,0,58,164,TOP
0,0,221,120,BOTTOM
0,0,105,13,MIDDLE
0,0,876,81,JUNGLE
0,0,117,53,UTILITY
0,0,58,24,TOP
0,0,91,64,JUNGLE
0,0,910,134,MIDDLE
0,0,523,901,BOTTOM
0,0,43,412,UTILITY
0,1,58,27,TOP
0,1,131,30,JUNGLE
0,1,777,18,MIDDLE
0,1,145,81,BOTTOM
0,1,147,432,UTILITY
0,1,58,777,TOP
0,1,79,234,JUNGLE
0,1,236,84,MIDDLE
0,1,202,145,BOTTOM
0,1,267,526,UTILITY
0,1,54,4,TOP
0,1,131,64,JUNGLE
0,1,236,136,MIDDLE
0,1,22,221,BOTTOM
0,1,89,147,UTILITY
0,0,58,126,TOP
0,0,163,234,JUNGLE
0,0,134,268,MIDDLE
0,0,221,21,BOTTOM
0,0,117,16,UTILITY
0,1,420,58,TOP
0,1,120,121,JUNGLE
0,1,134,84,MIDDLE
0,1,81,51,BOTTOM
0,1,40,432,UTILITY
0,0,84,164,TOP
0,0,163,427,JUNGLE
0,0,126,136,MIDDLE
0,0,22,523,BOTTOM
0,0,117,89,UTILITY
0,1,84,8,TOP
0,1,77,876,JUNGLE
0,1,777,18,MIDDLE
0,1,221,96,BOTTOM
0,1,89,201,UTILITY
0,0,58,79,TOP
0,0,64,154,JUNGLE
0,0,157,777,MIDDLE
0,0,901,145,BOTTOM
0,0,147,53,UTILITY
0,0,86,58,TOP
0,0,28,143,JUNGLE
0,0,34,166,MIDDLE
0,0,21,96,BOTTOM
0,0,111,902,UTILITY
0,0,58,31,TOP
0,0,141,121,JUNGLE
0,0,1,134,MIDDLE
0,0,202,222,BOTTOM
0,0,99,902,UTILITY
0,1,266,6,TOP
0,1,238,517,JUNGLE
0,1,33,103,MIDDLE
0,1,22,119,BOTTOM
0,1,201,235,UTILITY
0,0,39,777,TOP
0,0,154,143,JUNGLE
0,0,42,126,MIDDLE
0,0,99,22,BOTTOM
0,0,432,555,UTILITY
0,1,79,62,TOP
0,1,33,32,JUNGLE
0,1,236,42,MIDDLE
0,1,22,115,BOTTOM
0,1,37,142,UTILITY
0,0,164,86,TOP
0,0,254,20,JUNGLE
0,0,268,777,MIDDLE
0,0,81,360,BOTTOM
0,0,43,526,UTILITY
0,1,126,86,TOP
0,1,91,20,JUNGLE
0,1,7,34,MIDDLE
0,1,50,221,BOTTOM
0,1,147,98,UTILITY
0,1,777,266,TOP
0,1,876,44,JUNGLE
0,1,268,34,MIDDLE
0,1,145,360,BOTTOM
0,1,37,89,UTILITY
0,1,17,68,TOP
0,1,5,120,JUNGLE
0,1,157,79,MIDDLE
0,1,21,145,BOTTOM
0,1,902,412,UTILITY
0,1,68,58,TOP
0,1,121,203,JUNGLE
0,1,3,134,MIDDLE
0,1,145,51,BOTTOM
0,1,164,26,UTILITY
0,1,122,58,TOP
0,1,427,234,JUNGLE
0,1,245,3,MIDDLE
0,1,222,901,BOTTOM
0,1,89,111,UTILITY
0,0,122,24,TOP
0,0,30,107,JUNGLE
0,0,18,38,MIDDLE
0,0,221,22,BOTTOM
0,0,26,526,UTILITY
0,1,67,777,TOP
0,1,120,30,JUNGLE
0,1,38,92,MIDDLE
0,1,235,145,BOTTOM
0,1,111,26,UTILITY
0,1,39,4,TOP
0,1,42,163,MIDDLE
0,1,154,950,JUNGLE
0,1,221,81,BOTTOM
0,1,432,147,UTILITY
0,1,78,777,TOP
0,1,55,64,MIDDLE
0,1,876,112,JUNGLE
0,1,147,221,BOTTOM
0,1,432,497,UTILITY
0,0,164,36,TOP
0,0,5,876,JUNGLE
0,0,3,18,MIDDLE
0,0,145,110,BOTTOM
0,0,555,16,UTILITY
0,0,111,68,UTILITY
0,0,427,163,JUNGLE
0,0,131,42,MIDDLE
0,0,145,221,BOTTOM
0,0,92,432,TOP
0,1,24,106,TOP
0,1,121,200,JUNGLE
0,1,23,103,MIDDLE
0,1,63,81,BOTTOM
0,1,267,497,UTILITY
0,1,85,122,TOP
0,1,200,234,JUNGLE
0,1,136,134,MIDDLE
0,1,81,29,BOTTOM
0,1,432,111,UTILITY
0,1,58,164,TOP
0,1,64,141,JUNGLE
0,1,7,55,MIDDLE
0,1,81,901,BOTTOM
0,1,267,111,UTILITY
0,1,133,23,TOP
0,1,120,154,JUNGLE
0,1,910,8,MIDDLE
0,1,145,50,BOTTOM
0,1,111,201,UTILITY
0,0,67,126,TOP
0,0,141,68,JUNGLE
0,0,136,142,MIDDLE
0,0,221,222,BOTTOM
0,0,117,72,UTILITY
0,0,67,68,TOP
0,0,5,59,JUNGLE
0,0,84,91,MIDDLE
0,0,51,22,BOTTOM
0,0,432,147,UTILITY
0,0,4,875,TOP
0,0,143,107,JUNGLE
0,0,55,3,MIDDLE
0,0,22,523,BOTTOM
0,0,902,40,UTILITY
0,1,80,79,TOP
0,1,30,163,JUNGLE
0,1,39,157,MIDDLE
0,1,81,222,BOTTOM
0,1,78,64,UTILITY
0,0,24,23,TOP
0,0,35,121,JUNGLE
0,0,103,102,MIDDLE
0,0,81,145,BOTTOM
0,0,89,526,UTILITY
0,1,78,77,TOP
0,1,76,234,JUNGLE
0,1,236,42,MIDDLE
0,1,145,360,BOTTOM
0,1,44,526,UTILITY
0,1,64,110,TOP
0,1,427,78,JUNGLE
0,1,202,517,MIDDLE
0,1,26,81,BOTTOM
0,1,888,555,UTILITY
0,0,106,266,TOP
0,0,876,64,JUNGLE
0,0,42,34,MIDDLE
0,0,145,901,BOTTOM
0,0,888,89,UTILITY
0,0,41,164,TOP
0,0,102,120,JUNGLE
0,0,7,42,MIDDLE
0,0,202,136,BOTTOM
0,0,101,26,UTILITY
0,0,58,63,TOP
0,0,79,25,JUNGLE
0,0,4,42,MIDDLE
0,0,222,221,BOTTOM
0,0,43,98,UTILITY
0,1,164,64,TOP
0,1,107,427,JUNGLE
0,1,103,134,MIDDLE
0,1,221,222,BOTTOM
0,1,350,111,UTILITY
0,1,68,72,TOP
0,1,104,131,JUNGLE
0,1,134,18,MIDDLE
0,1,81,498,BOTTOM
0,1,497,267,UTILITY
0,1,126,110,TOP
0,1,76,203,JUNGLE
0,1,42,3,MIDDLE
0,1,236,21,BOTTOM
0,1,902,497,UTILITY
0,0,17,58,TOP
0,0,64,18,JUNGLE
0,0,134,143,MIDDLE
0,0,145,236,BOTTOM
0,0,164,267,UTILITY
0,1,78,164,TOP
0,1,120,76,JUNGLE
0,1,18,134,MIDDLE
0,1,115,29,BOTTOM
0,1,43,117,UTILITY
0,0,92,523,TOP
0,0,2,77,JUNGLE
0,0,134,84,MIDDLE
0,0,222,202,BOTTOM
0,0,497,43,UTILITY
0,1,777,67,TOP
0,1,9,38,JUNGLE
0,1,134,131,MIDDLE
0,1,145,221,BOTTOM
0,1,78,12,UTILITY
0,0,8,777,TOP
0,0,106,121,JUNGLE
0,0,86,134,MIDDLE
0,0,29,236,BOTTOM
0,0,117,555,UTILITY
0,1,107,122,TOP
0,1,120,77,JUNGLE
0,1,134,7,MIDDLE
0,1,22,360,BOTTOM
0,1,526,33,UTILITY
0,0,41,266,TOP
0,0,234,163,JUNGLE
0,0,134,18,MIDDLE
0,0,145,22,BOTTOM
0,0,53,902,UTILITY
0,1,122,92,TOP
0,1,106,120,JUNGLE
0,1,134,101,MIDDLE
0,1,236,22,BOTTOM
0,1,902,147,UTILITY
0,0,80,516,TOP
0,0,427,56,JUNGLE
0,0,777,134,MIDDLE
0,0,498,22,BOTTOM
0,0,142,555,UTILITY
0,1,24,67,TOP
0,1,517,35,JUNGLE
0,1,134,84,MIDDLE
0,1,145,202,BOTTOM
0,1,26,111,UTILITY
0,1,164,85,TOP
0,1,120,30,JUNGLE
0,1,134,18,MIDDLE
0,1,145,895,BOTTOM
0,1,78,44,UTILITY
0,0,360,24,BOTTOM
0,0,876,120,JUNGLE
0,0,99,134,MIDDLE
0,0,79,119,TOP
0,0,111,40,UTILITY
0,1,150,106,TOP
0,1,76,121,JUNGLE
0,1,134,15,MIDDLE
0,1,360,145,BOTTOM
0,1,143,101,UTILITY
0,1,85,421,TOP
0,1,63,245,JUNGLE
0,1,84,163,MIDDLE
0,1,236,145,BOTTOM
0,1,267,111,UTILITY
0,1,36,85,TOP
0,1,876,72,JUNGLE
0,1,18,236,MIDDLE
0,1,901,15,BOTTOM
0,1,902,16,UTILITY
0,1,62,122,TOP
0,1,421,120,JUNGLE
0,1,61,134,MIDDLE
0,1,145,81,BOTTOM
0,1,164,350,UTILITY
0,0,102,897,TOP
0,0,163,141,JUNGLE
0,0,101,3,MIDDLE
0,0,145,236,BOTTOM
0,0,412,201,UTILITY
0,0,54,126,TOP
0,0,63,143,JUNGLE
0,0,18,42,MIDDLE
0,0,221,22,BOTTOM
0,0,350,34,UTILITY
0,0,114,85,TOP
0,0,79,200,JUNGLE
0,0,18,101,MIDDLE
0,0,222,96,BOTTOM
0,0,37,117,UTILITY
0,1,78,41,TOP
0,1,107,254,JUNGLE
0,1,7,268,MIDDLE
0,1,429,81,BOTTOM
0,1,111,902,UTILITY
0,1,164,516,TOP
0,1,64,234,JUNGLE
0,1,166,134,MIDDLE
0,1,910,221,BOTTOM
0,1,117,111,UTILITY
0,1,86,102,TOP
0,1,64,107,JUNGLE
0,1,910,103,MIDDLE
0,1,221,222,BOTTOM
0,1,201,117,UTILITY
0,0,17,19,TOP
0,0,104,234,JUNGLE
0,0,268,7,MIDDLE
0,0,81,498,BOTTOM
0,0,89,34,UTILITY
0,0,17,86,TOP
0,0,76,121,JUNGLE
0,0,157,711,MIDDLE
0,0,81,222,BOTTOM
0,0,78,164,UTILITY
0,0,133,75,TOP
0,0,104,107,JUNGLE
0,0,134,61,MIDDLE
0,0,157,81,BOTTOM
0,0,143,518,UTILITY
0,1,77,420,TOP
0,1,107,64,JUNGLE
0,1,84,42,MIDDLE
0,1,145,99,BOTTOM
0,1,78,89,UTILITY
0,0,78,133,TOP
0,0,121,107,JUNGLE
0,0,84,711,MIDDLE
0,0,145,63,BOTTOM
0,0,412,267,UTILITY
0,1,5,79,TOP
0,1,120,234,JUNGLE
0,1,1,157,MIDDLE
0,1,145,221,BOTTOM
0,1,432,40,UTILITY
0,1,114,127,TOP
0,1,107,245,JUNGLE
0,1,166,240,MIDDLE
0,1,81,498,BOTTOM
0,1,9,147,UTILITY
0,0,82,10,TOP
0,0,234,35,JUNGLE
0,0,42,142,MIDDLE
0,0,81,222,BOTTOM
0,0,37,432,UTILITY
0,1,875,74,TOP
0,1,234,59,JUNGLE
0,1,80,777,MIDDLE
0,1,29,360,BOTTOM
0,1,111,89,UTILITY
0,1,266,68,TOP
0,1,121,234,JUNGLE
0,1,101,42,MIDDLE
0,1,202,81,BOTTOM
0,1,245,432,UTILITY
0,1,58,240,TOP
0,1,11,107,JUNGLE
0,1,13,134,MIDDLE
0,1,81,96,BOTTOM
0,1,267,78,UTILITY
0,1,122,266,TOP
0,1,107,81,JUNGLE
0,1,42,69,MIDDLE
0,1,145,234,BOTTOM
0,1,89,78,UTILITY
0,0,92,102,TOP
0,0,200,20,JUNGLE
0,0,134,202,MIDDLE
0,0,81,15,BOTTOM
0,0,43,350,UTILITY
0,0,84,122,TOP
0,0,421,121,JUNGLE
0,0,18,103,MIDDLE
0,0,222,145,BOTTOM
0,0,3,40,UTILITY
0,0,223,68,TOP
0,0,222,254,BOTTOM
0,0,134,86,MIDDLE
0,0,203,145,JUNGLE
0,0,117,40,UTILITY
0,0,887,58,TOP
0,0,64,121,JUNGLE
0,0,91,143,MIDDLE
0,0,221,145,BOTTOM
0,0,37,235,UTILITY
0,0,875,19,TOP
0,0,60,107,JUNGLE
0,0,91,136,MIDDLE
0,0,429,42,BOTTOM
0,0,497,57,UTILITY
0,1,24,266,TOP
0,1,102,421,JUNGLE
0,1,91,8,MIDDLE
0,1,81,51,BOTTOM
0,1,74,117,UTILITY
0,1,122,266,TOP
0,1,427,63,JUNGLE
0,1,86,34,MIDDLE
0,1,236,81,BOTTOM
0,1,267,89,UTILITY
0,1,86,266,TOP
0,1,11,421,JUNGLE
0,1,268,163,MIDDLE
0,1,21,81,BOTTOM
0,1,26,89,UTILITY
0,0,115,31,BOTTOM
0,0,200,104,JUNGLE
0,0,86,246,TOP
0,0,91,22,MIDDLE
0,0,161,147,UTILITY
0,0,86,68,TOP
0,0,245,200,JUNGLE
0,0,777,131,MIDDLE
0,0,99,360,BOTTOM
0,0,111,89,UTILITY
0,1,777,14,TOP
0,1,77,143,JUNGLE
0,1,79,86,MIDDLE
0,1,81,60,BOTTOM
0,1,89,412,UTILITY
0,1,91,110,TOP
0,1,77,234,JUNGLE
0,1,68,8,MIDDLE
0,1,221,143,BOTTOM
0,1,89,901,UTILITY
0,0,86,79,TOP
0,0,876,35,JUNGLE
0,0,91,103,MIDDLE
0,0,888,221,UTILITY
0,0,145,555,BOTTOM
0,1,86,68,TOP
0,1,104,141,JUNGLE
0,1,42,157,MIDDLE
0,1,147,81,BOTTOM
0,1,37,89,UTILITY
0,1,6,14,TOP
0,1,120,154,JUNGLE
0,1,202,245,MIDDLE
0,1,145,157,BOTTOM
0,1,147,34,UTILITY
0,0,26,98,TOP
0,0,131,63,JUNGLE
0,0,157,777,MIDDLE
0,0,145,81,BOTTOM
0,0,147,555,UTILITY
0,0,39,68,TOP
0,0,245,5,JUNGLE
0,0,202,7,MIDDLE
0,0,498,157,BOTTOM
0,0,53,497,UTILITY
0,0,80,107,TOP
0,0,63,30,JUNGLE
0,0,777,145,MIDDLE
0,0,15,895,BOTTOM
0,0,526,350,UTILITY
0,0,84,43,MIDDLE
0,0,200,63,JUNGLE
0,0,72,777,TOP
0,0,157,429,BOTTOM
0,0,78,154,UTILITY
0,1,245,74,TOP
0,1,234,121,JUNGLE
0,1,777,69,MIDDLE
0,1,81,221,BOTTOM
0,1,111,412,UTILITY
0,0,910,266,MIDDLE
0,0,64,121,JUNGLE
0,0,777,3,TOP
0,0,63,81,BOTTOM
0,0,432,78,UTILITY
0,1,897,92,TOP
0,1,876,254,JUNGLE
0,1,777,711,MIDDLE
0,1,895,221,BOTTOM
0,1,43,497,UTILITY
0,1,266,114,TOP
0,1,24,106,JUNGLE
0,1,134,777,MIDDLE
0,1,110,145,BOTTOM
0,1,143,117,UTILITY
0,0,67,68,TOP
0,0,64,121,JUNGLE
0,0,777,4,MIDDLE
0,0,63,81,BOTTOM
0,0,43,555,UTILITY
0,0,68,80,TOP
0,0,120,76,JUNGLE
0,0,777,18,MIDDLE
0,0,221,81,BOTTOM
0,0,16,43,UTILITY
0,1,122,86,TOP
0,1,64,35,JUNGLE
0,1,777,245,MIDDLE
0,1,63,81,BOTTOM
0,1,43,147,UTILITY
0,1,122,72,TOP
0,1,64,104,JUNGLE
0,1,69,245,MIDDLE
0,1,222,110,BOTTOM
0,1,201,555,UTILITY
0,1,107,164,TOP
0,1,68,234,JUNGLE
0,1,777,81,MIDDLE
0,1,145,910,BOTTOM
0,1,555,26,UTILITY
0,1,86,68,TOP
0,1,30,120,JUNGLE
0,1,777,84,MIDDLE
0,1,221,222,BOTTOM
0,1,21,267,UTILITY
0,0,133,266,TOP
0,0,421,11,JUNGLE
0,0,4,157,MIDDLE
0,0,30,81,BOTTOM
0,0,62,32,UTILITY
0,0,68,4,TOP
0,0,121,11,JUNGLE
0,0,81,3,MIDDLE
0,0,221,236,BOTTOM
0,0,1,267,UTILITY
0,0,85,897,TOP
0,0,79,11,JUNGLE
0,0,157,517,MIDDLE
0,0,22,221,BOTTOM
0,0,147,117,UTILITY
0,1,266,75,TOP
0,1,120,11,JUNGLE
0,1,163,34,MIDDLE
0,1,145,81,BOTTOM
0,1,147,111,UTILITY
0,1,79,6,TOP
0,1,11,33,JUNGLE
0,1,61,103,MIDDLE
0,1,51,21,BOTTOM
0,1,888,267,UTILITY
0,1,39,86,TOP
0,1,203,26,JUNGLE
0,1,111,11,MIDDLE
0,1,221,498,BOTTOM
0,1,37,147,UTILITY
0,0,114,75,TOP
0,0,11,200,JUNGLE
0,0,910,777,MIDDLE
0,0,901,143,BOTTOM
0,0,142,497,UTILITY
0,0,82,80,TOP
0,0,11,254,JUNGLE
0,0,18,360,MIDDLE
0,0,15,30,BOTTOM
0,0,526,40,UTILITY
0,1,92,75,TOP
0,1,234,11,JUNGLE
0,1,910,136,MIDDLE
0,1,21,51,BOTTOM
0,1,526,89,UTILITY
0,1,79,54,TOP
0,1,11,121,JUNGLE
0,1,711,910,MIDDLE
0,1,895,42,BOTTOM
0,1,78,201,UTILITY
0,1,122,79,TOP
0,1,28,11,JUNGLE
0,1,126,245,MIDDLE
0,1,29,119,BOTTOM
0,1,68,111,UTILITY
0,0,85,67,TOP
0,0,121,11,JUNGLE
0,0,81,3,MIDDLE
0,0,21,145,BOTTOM
0,0,89,111,UTILITY
0,1,164,58,TOP
0,1,421,245,JUNGLE
0,1,236,11,MIDDLE
0,1,81,145,BOTTOM
0,1,85,111,UTILITY
0,0,54,114,TOP
0,0,233,143,JUNGLE
0,0,81,18,MIDDLE
0,0,222,202,BOTTOM
0,0,3,101,UTILITY
0,1,24,518,TOP
0,1,30,234,JUNGLE
0,1,246,127,MIDDLE
0,1,147,222,BOTTOM
0,1,497,555,UTILITY
0,1,58,92,TOP
0,1,104,234,JUNGLE
0,1,13,80,MIDDLE
0,1,222,145,BOTTOM
0,1,497,161,UTILITY
0,1,777,62,TOP
0,1,107,24,JUNGLE
0,1,163,236,MIDDLE
0,1,221,63,BOTTOM
0,1,12,910,UTILITY
0,0,39,268,TOP
0,0,246,200,JUNGLE
0,0,777,38,MIDDLE
0,0,145,81,BOTTOM
0,0,147,43,UTILITY
0,0,110,67,TOP
0,0,68,131,JUNGLE
0,0,236,157,MIDDLE
0,0,81,63,BOTTOM
0,0,111,12,UTILITY
0,0,84,85,TOP
0,0,876,11,JUNGLE
0,0,246,103,MIDDLE
0,0,221,145,BOTTOM
0,0,117,61,UTILITY
0,0,122,164,TOP
0,0,163,113,JUNGLE
0,0,79,134,MIDDLE
0,0,21,901,BOTTOM
0,0,555,12,UTILITY
0,1,92,777,TOP
0,1,104,64,JUNGLE
0,1,127,90,MIDDLE
0,1,222,30,BOTTOM
0,1,412,40,UTILITY
0,0,92,75,TOP
0,0,102,11,JUNGLE
0,0,18,101,MIDDLE
0,0,222,22,BOTTOM
0,0,37,201,UTILITY
0,1,67,122,TOP
0,1,121,9,JUNGLE
0,1,112,42,MIDDLE
0,1,81,222,BOTTOM
0,1,63,902,UTILITY
0,0,82,78,TOP
0,0,28,234,JUNGLE
0,0,122,3,MIDDLE
0,0,222,110,BOTTOM
0,0,89,37,UTILITY
0,0,92,164,TOP
0,0,141,68,JUNGLE
0,0,142,20,MIDDLE
0,0,221,222,BOTTOM
0,0,111,89,UTILITY
0,1,102,78,TOP
0,1,131,876,JUNGLE
0,1,81,42,MIDDLE
0,1,51,147,BOTTOM
0,1,99,37,UTILITY
0,0,48,887,TOP
0,0,203,163,JUNGLE
0,0,517,86,MIDDLE
0,0,222,202,BOTTOM
0,0,412,99,UTILITY
0,1,150,51,TOP
0,1,77,30,JUNGLE
0,1,18,42,MIDDLE
0,1,222,36,BOTTOM
0,1,267,99,UTILITY
0,1,122,164,TOP
0,1,77,104,JUNGLE
0,1,236,7,MIDDLE
0,1,145,81,BOTTOM
0,1,44,12,UTILITY
0,1,19,518,TOP
0,1,876,104,JUNGLE
0,1,245,29,MIDDLE
0,1,81,360,BOTTOM
0,1,16,53,UTILITY
0,1,75,24,TOP
0,1,876,57,JUNGLE
0,1,246,236,MIDDLE
0,1,81,221,BOTTOM
0,1,432,37,UTILITY
0,0,82,516,TOP
0,0,200,245,JUNGLE
0,0,81,166,MIDDLE
0,0,21,221,BOTTOM
0,0,526,164,UTILITY
0,1,516,80,TOP
0,1,143,30,JUNGLE
0,1,81,91,MIDDLE
0,1,145,51,BOTTOM
0,1,111,78,UTILITY
0,0,79,92,TOP
0,0,121,64,JUNGLE
0,0,131,61,MIDDLE
0,0,145,236,BOTTOM
0,0,44,111,UTILITY
0,1,6,39,TOP
0,1,63,141,JUNGLE
0,1,18,7,MIDDLE
0,1,222,429,BOTTOM
0,1,888,89,UTILITY
0,1,420,58,TOP
0,1,121,20,JUNGLE
0,1,21,61,BOTTOM
0,1,42,236,MIDDLE
0,1,85,267,UTILITY
0,1,78,79,TOP
0,1,76,63,JUNGLE
0,1,39,901,MIDDLE
0,1,202,119,BOTTOM
0,1,89,267,UTILITY
0,1,85,58,TOP
0,1,91,5,JUNGLE
0,1,39,34,MIDDLE
0,1,119,42,BOTTOM
0,1,111,267,UTILITY
0,1,58,72,TOP
0,1,30,28,JUNGLE
0,1,39,18,MIDDLE
0,1,222,143,BOTTOM
0,1,53,526,UTILITY
0,1,39,58,TOP
0,1,121,141,JUNGLE
0,1,101,79,MIDDLE
0,1,222,110,BOTTOM
0,1,40,518,UTILITY
0,1,142,164,TOP
0,1,254,234,JUNGLE
0,1,55,39,MIDDLE
0,1,222,134,BOTTOM
0,1,902,43,UTILITY
0,1,67,39,TOP
0,1,5,141,JUNGLE
0,1,134,13,BOTTOM
0,1,18,222,MIDDLE
0,1,142,201,UTILITY
0,0,266,23,TOP
0,0,517,120,MIDDLE
0,0,141,131,JUNGLE
0,0,21,81,BOTTOM
0,0,143,26,UTILITY
0,1,39,106,TOP
0,1,30,876,JUNGLE
0,1,104,246,MIDDLE
0,1,222,81,BOTTOM
0,1,412,43,UTILITY
0,0,126,266,TOP
0,0,141,200,JUNGLE
0,0,84,517,MIDDLE
0,0,22,43,BOTTOM
0,0,101,81,UTILITY
0,1,68,17,TOP
0,1,141,233,JUNGLE
0,1,7,39,MIDDLE
0,1,901,145,BOTTOM
0,1,12,111,UTILITY
0,1,266,897,TOP
0,1,203,64,JUNGLE
0,1,127,84,MIDDLE
0,1,360,901,BOTTOM
0,1,40,101,UTILITY
0,0,240,2,TOP
0,0,113,35,JUNGLE
0,0,39,45,MIDDLE
0,0,69,81,BOTTOM
0,0,111,526,UTILITY
0,0,58,84,TOP
0,0,56,245,JUNGLE
0,0,103,39,MIDDLE
0,0,221,51,BOTTOM
0,0,26,432,UTILITY
0,1,19,887,TOP
0,1,200,141,JUNGLE
0,1,236,145,MIDDLE
0,1,63,81,BOTTOM
0,1,89,43,UTILITY
0,1,86,31,TOP
0,1,104,64,JUNGLE
0,1,79,38,MIDDLE
0,1,143,221,UTILITY
0,1,202,22,BOTTOM
0,0,875,887,TOP
0,0,68,77,JUNGLE
0,0,777,166,MIDDLE
0,0,119,81,BOTTOM
0,0,43,526,UTILITY
0,1,266,36,TOP
0,1,234,62,JUNGLE
0,1,81,18,BOTTOM
0,1,163,147,MIDDLE
0,1,143,37,UTILITY
0,0,24,897,TOP
0,0,203,120,JUNGLE
0,0,3,103,MIDDLE
0,0,111,221,BOTTOM
0,0,235,888,UTILITY
0,1,98,106,TOP
0,1,104,30,JUNGLE
0,1,68,18,MIDDLE
0,1,63,22,BOTTOM
0,1,78,142,UTILITY
0,1,58,266,TOP
0,1,76,30,JUNGLE
0,1,236,42,MIDDLE
0,1,498,81,BOTTOM
0,1,111,43,UTILITY
0,0,164,897,TOP
0,0,145,28,BOTTOM
0,0,42,18,MIDDLE
0,0,876,266,JUNGLE
0,0,223,235,UTILITY
0,0,54,83,TOP
0,0,28,63,JUNGLE
0,0,3,91,MIDDLE
0,0,235,99,UTILITY
0,0,222,223,BOTTOM
0,1,75,92,TOP
0,1,154,77,JUNGLE
0,1,238,86,MIDDLE
0,1,22,81,BOTTOM
0,1,142,555,UTILITY
0,1,54,67,TOP
0,1,64,107,JUNGLE
0,1,19,4,MIDDLE
0,1,222,81,BOTTOM
0,1,37,518,UTILITY
0,0,85,78,TOP
0,0,64,59,JUNGLE
0,0,5,50,MIDDLE
0,0,110,119,BOTTOM
0,0,37,40,UTILITY
0,0,122,6,TOP
0,0,107,876,JUNGLE
0,0,268,42,MIDDLE
0,0,18,22,BOTTOM
0,0,40,78,UTILITY
0,1,51,68,MIDDLE
0,1,64,121,JUNGLE
0,1,7,236,TOP
0,1,21,63,BOTTOM
0,1,235,267,UTILITY
0,0,41,777,TOP
0,0,30,64,JUNGLE
0,0,134,51,MIDDLE
0,0,119,115,BOTTOM
0,0,40,89,UTILITY
0,0,268,79,TOP
0,0,254,234,JUNGLE
0,0,166,61,MIDDLE
0,0,21,145,BOTTOM
0,0,888,111,UTILITY
0,0,82,122,TOP
0,0,106,68,JUNGLE
0,0,246,221,MIDDLE
0,0,51,81,BOTTOM
0,0,37,555,UTILITY
0,0,223,64,TOP
0,0,113,246,JUNGLE
0,0,517,154,MIDDLE
0,0,221,236,BOTTOM
0,0,117,267,UTILITY
0,0,266,85,TOP
0,0,203,421,JUNGLE
0,0,8,154,MIDDLE
0,0,15,235,BOTTOM
0,0,350,44,UTILITY
0,0,126,31,TOP
0,0,876,143,JUNGLE
0,0,18,154,MIDDLE
0,0,51,96,BOTTOM
0,0,432,902,UTILITY
0,1,8,133,TOP
0,1,104,234,JUNGLE
0,1,154,103,MIDDLE
0,1,81,145,BOTTOM
0,1,201,89,UTILITY
0,1,58,102,TOP
0,1,876,121,JUNGLE
0,1,4,62,MIDDLE
